oso;nombre;inscritos;MAS;votosBlancos;votosNulos;votosValidos;votosEmitidos;idRecinto;Recinto;Zona;PDC;PVB_IEP;MSM;MAS;UD
;190140518;233;131;3;1;209;213;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;24;9;11;131;34
;190140519;238;168;1;6;216;223;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;7;6;8;168;27
;190140520;233;130;2;4;206;212;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;21;4;15;130;36
;190140521;238;127;2;5;208;215;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;26;13;7;127;35
;190140522;233;162;0;3;214;217;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;16;5;6;162;25
;190140523;233;153;6;4;203;213;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;14;4;5;153;27
;190140524;240;177;3;4;219;226;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;14;9;4;177;15
;190140525;234;175;5;0;208;213;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;15;3;0;175;15
;190140526;235;189;2;3;210;215;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;8;4;4;189;5
;190140527;230;163;1;1;209;211;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;9;12;3;163;22
;190140528;232;127;3;1;211;215;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;26;10;5;127;43
;190140529;235;126;1;4;213;218;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;23;10;17;126;37
;190140530;232;121;2;4;212;218;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;17;10;15;121;49
;190140531;233;107;1;6;205;212;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;37;11;4;107;46
;190140532;236;158;1;1;221;223;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;18;8;13;158;24
;190140533;232;151;3;3;210;216;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;15;11;3;151;30
;190140534;235;152;0;5;205;210;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;13;2;5;152;33
;190140535;240;158;3;8;218;229;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;16;8;11;158;25
;190140536;234;188;1;7;210;218;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;3;3;4;188;12
;190140537;237;165;1;5;210;216;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;9;8;6;165;22
;190140538;234;121;0;6;211;217;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;23;10;15;121;42
;190140539;234;131;2;3;209;214;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;23;4;12;131;39
;190140540;235;122;1;13;202;216;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;35;7;13;122;25
;190140541;237;142;1;7;209;217;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;16;6;9;142;36
;190140542;229;141;0;7;216;223;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;29;8;7;141;31
;190140543;232;160;3;4;204;211;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;9;7;8;160;20
;190140544;233;132;2;3;204;209;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;24;7;8;132;33
;190140545;236;105;1;3;214;218;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;34;13;10;105;52
;190140546;234;130;0;11;201;212;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;15;10;11;130;35
;190140547;74;45;1;2;65;68;50;ESCUELA CHASQUIPAMPA                    ;CHASQUIPAMPA                            ;6;1;5;45;8
;190150101;228;43;2;0;191;193;173;SEMINARIO NAZARENO                      ;ARANJUEZ                                ;36;7;13;43;92
;190150102;227;55;2;2;188;192;173;SEMINARIO NAZARENO                      ;ARANJUEZ                                ;42;2;10;55;79
;190150103;185;41;1;1;165;167;173;SEMINARIO NAZARENO                      ;ARANJUEZ                                ;42;9;11;41;62
;190151201;233;107;5;5;198;208;158;UNIDAD EDUCATIVA JUPAPINA               ;JUPAPINA                                ;33;8;7;107;43
;190151202;236;122;0;3;214;217;158;UNIDAD EDUCATIVA JUPAPINA               ;JUPAPINA                                ;28;8;11;122;45
;190151203;232;135;1;4;204;209;158;UNIDAD EDUCATIVA JUPAPINA               ;JUPAPINA                                ;21;7;9;135;32
;190151204;234;175;4;3;209;216;158;UNIDAD EDUCATIVA JUPAPINA               ;JUPAPINA                                ;7;5;3;175;19
;190151205;252;132;3;2;229;234;158;UNIDAD EDUCATIVA JUPAPINA               ;JUPAPINA                                ;24;8;13;132;52
;190160201;229;79;0;9;193;202;120;COL. HERSCHELL                          ;OBRAJES                                 ;41;4;10;79;59
;190160202;234;82;1;5;205;211;120;COL. HERSCHELL                          ;OBRAJES                                 ;40;10;13;82;60
;190160203;237;44;0;11;193;204;120;COL. HERSCHELL                          ;OBRAJES                                 ;48;4;15;44;82
;190160204;233;66;2;9;202;213;120;COL. HERSCHELL                          ;OBRAJES                                 ;50;4;17;66;65
;190160205;234;84;0;7;197;204;120;COL. HERSCHELL                          ;OBRAJES                                 ;32;11;17;84;53
;190160206;234;112;0;7;206;213;120;COL. HERSCHELL                          ;OBRAJES                                 ;26;6;11;112;51
;190160207;233;53;1;4;198;203;120;COL. HERSCHELL                          ;OBRAJES                                 ;52;14;10;53;69
;190160208;238;75;2;5;217;224;120;COL. HERSCHELL                          ;OBRAJES                                 ;59;5;19;75;59
;190160209;232;52;1;4;198;203;120;COL. HERSCHELL                          ;OBRAJES                                 ;62;5;9;52;70
;190160210;234;82;3;4;199;206;120;COL. HERSCHELL                          ;OBRAJES                                 ;50;5;12;82;50
;190160211;236;80;2;4;203;209;120;COL. HERSCHELL                          ;OBRAJES                                 ;36;13;9;80;65
;190160212;232;99;0;6;190;196;120;COL. HERSCHELL                          ;OBRAJES                                 ;28;10;10;99;43
;190160213;235;59;4;7;206;217;120;COL. HERSCHELL                          ;OBRAJES                                 ;44;7;17;59;79
;190160214;230;37;1;4;201;206;120;COL. HERSCHELL                          ;OBRAJES                                 ;58;11;13;37;82
;190160215;237;73;1;3;208;212;120;COL. HERSCHELL                          ;OBRAJES                                 ;55;5;6;73;69
;190160216;234;88;1;3;200;204;120;COL. HERSCHELL                          ;OBRAJES                                 ;38;8;7;88;59
;190160217;233;78;0;10;192;202;120;COL. HERSCHELL                          ;OBRAJES                                 ;49;5;14;78;46
;190160218;233;59;0;3;203;206;120;COL. HERSCHELL                          ;OBRAJES                                 ;50;6;14;59;74
;190160219;232;68;1;4;199;204;120;COL. HERSCHELL                          ;OBRAJES                                 ;54;6;17;68;54
;190160220;235;74;2;7;202;211;120;COL. HERSCHELL                          ;OBRAJES                                 ;46;7;11;74;64
;190160221;235;53;1;4;193;198;120;COL. HERSCHELL                          ;OBRAJES                                 ;42;13;12;53;73
;190160222;142;42;1;0;124;125;120;COL. HERSCHELL                          ;OBRAJES                                 ;25;3;11;42;43
;190160301;234;112;2;6;203;211;111;CANCHA DEPORTIVA;BELLA VISTA                             ;33;12;12;112;34
;190160302;226;94;3;4;196;203;111;CANCHA DEPORTIVA;BELLA VISTA                             ;37;10;9;94;46
;190160303;231;126;2;5;207;214;111;CANCHA DEPORTIVA;BELLA VISTA                             ;23;11;16;126;31
;190160304;233;131;2;7;199;208;111;CANCHA DEPORTIVA;BELLA VISTA                             ;21;14;9;131;24
;190160305;234;94;2;10;195;207;111;CANCHA DEPORTIVA;BELLA VISTA                             ;30;10;10;94;51
;190160306;235;111;0;4;206;210;111;CANCHA DEPORTIVA;BELLA VISTA                             ;27;8;17;111;43
;190160307;236;113;2;7;203;212;111;CANCHA DEPORTIVA;BELLA VISTA                             ;22;17;10;113;41
;190160308;230;127;1;5;208;214;111;CANCHA DEPORTIVA;BELLA VISTA                             ;22;14;9;127;36
;190160309;231;94;3;8;203;214;111;CANCHA DEPORTIVA;BELLA VISTA                             ;48;6;8;94;47
;190160310;231;78;1;11;191;203;111;CANCHA DEPORTIVA;BELLA VISTA                             ;32;14;16;78;51
;190160311;231;138;1;6;208;215;111;CANCHA DEPORTIVA;BELLA VISTA                             ;25;10;7;138;28
;190160312;229;73;1;8;191;200;111;CANCHA DEPORTIVA;BELLA VISTA                             ;35;11;8;73;64
;190160313;233;100;2;7;204;213;111;CANCHA DEPORTIVA;BELLA VISTA                             ;43;11;8;100;42
;190160314;216;87;4;3;187;194;111;CANCHA DEPORTIVA;BELLA VISTA                             ;29;11;12;87;48
;190160401;238;148;1;7;219;227;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;20;9;12;148;30
;190160402;236;138;1;4;212;217;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;17;6;11;138;40
;190160403;230;129;4;7;206;217;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;16;14;11;129;36
;190160404;233;137;1;5;213;219;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;31;9;10;137;26
;190160405;234;149;2;3;208;213;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;16;12;12;149;19
;190160406;238;153;2;4;211;217;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;22;1;7;153;28
;190160407;234;133;2;10;207;219;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;17;15;6;133;36
;190160408;233;147;0;6;217;223;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;18;9;11;147;32
;190160409;230;134;3;4;207;214;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;17;15;9;134;32
;190160410;236;147;1;3;214;218;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;23;6;9;147;29
;190160411;234;140;3;10;205;218;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;20;11;13;140;21
;190160412;235;157;0;3;215;218;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;14;9;10;157;25
;190160413;233;126;7;1;207;215;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;33;11;5;126;32
;190160414;237;131;2;8;213;223;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;21;11;4;131;46
;190160415;239;138;2;7;210;219;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;15;12;5;138;40
;190160416;238;160;2;11;211;224;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;8;12;9;160;22
;190160417;238;107;1;2;220;223;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;35;5;18;107;55
;190160418;233;140;1;6;212;219;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;18;12;4;140;38
;190160419;233;137;2;5;211;218;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;22;10;16;137;26
;190160420;236;141;0;5;220;225;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;19;16;11;141;33
;190160421;66;45;0;4;59;63;44;ESC. FRANCISCO DE MIRANDA               ;BELLA VISTA                             ;1;4;3;45;6
;190160501;232;68;1;2;208;211;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;50;8;18;68;64
;190160502;237;33;0;11;203;214;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;41;10;25;33;94
;190160503;234;60;1;2;194;197;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;56;4;13;60;61
;190160504;232;55;2;4;203;209;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;52;5;12;55;79
;190160505;234;49;0;4;204;208;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;61;10;11;49;73
;190160506;236;61;2;8;203;213;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;43;10;12;61;77
;190160507;232;86;1;10;202;213;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;35;10;14;86;57
;190160508;231;53;1;1;206;208;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;54;7;13;53;79
;190160509;235;69;1;3;207;211;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;44;6;16;69;72
;190160510;234;74;0;8;204;212;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;38;12;13;74;67
;190160511;235;50;0;5;210;215;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;57;8;15;50;80
;190160512;231;47;2;4;196;202;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;50;9;12;47;78
;190160513;232;56;2;6;208;216;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;54;10;20;56;68
;190160514;77;14;0;0;71;71;96;ESCUELA JUAN PABLO II                   ;SEGUENCOMA ALTO                         ;13;6;3;14;35
;190160601;234;62;0;0;196;196;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;28;6;10;62;90
;190160602;238;61;0;5;203;208;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;43;9;4;61;86
;190160603;236;58;0;2;205;207;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;36;7;10;58;94
;190160604;236;84;4;0;210;214;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;12;7;13;84;94
;190160605;233;51;1;4;198;203;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;38;10;8;51;91
;190160606;236;60;4;3;208;215;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;28;3;14;60;103
;190160607;237;79;0;2;207;209;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;29;5;11;79;83
;190160608;231;65;1;8;201;210;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;38;10;7;65;81
;190160609;237;82;2;1;199;202;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;29;5;5;82;78
;190160610;235;48;1;7;195;203;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;32;13;16;48;86
;190160611;232;54;0;6;189;195;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;27;6;12;54;90
;190160612;238;89;1;3;203;207;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;24;4;9;89;77
;190160613;239;54;1;0;201;202;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;33;7;15;54;92
;190160614;232;61;1;5;205;211;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;23;5;11;61;105
;190160615;237;49;1;2;210;213;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;40;3;16;49;102
;190160616;126;31;2;2;104;108;149;COLEGIO SAN IGNACIO                     ;SEGUENCOMA BAJO                         ;17;2;6;31;48
;190170101;223;41;4;5;188;197;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;54;7;14;41;72
;190170102;233;55;0;6;202;208;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;57;10;11;55;69
;190170103;234;43;1;6;200;207;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;54;12;13;43;78
;190170104;235;62;0;3;206;209;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;55;5;13;62;71
;190170105;226;54;1;6;191;198;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;40;10;14;54;73
;190170106;225;37;1;3;195;199;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;48;19;8;37;83
;190170107;122;25;1;0;105;106;163;LICEO BOLIVIA                           ;SOPOCACHI ALTO                          ;26;8;9;25;37
;190170301;231;68;1;6;199;206;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;39;7;15;68;70
;190170302;234;54;1;4;205;210;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;43;10;10;54;88
;190170303;232;85;2;6;203;211;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;41;21;16;85;40
;190170304;230;66;1;9;188;198;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;42;10;16;66;54
;190170305;233;62;1;3;201;205;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;46;16;13;62;64
;190170306;233;76;1;4;207;212;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;44;5;17;76;65
;190170307;235;68;1;38;196;235;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;42;14;8;68;64
;190170308;230;64;1;5;201;207;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;40;14;19;64;64
;190170309;234;52;2;5;201;208;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;55;8;10;52;76
;190170310;226;78;0;4;194;198;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;41;8;14;78;53
;190170311;235;52;1;2;213;216;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;61;10;12;52;78
;190170312;230;49;0;31;193;224;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;52;9;17;49;66
;190170313;237;52;1;7;198;206;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;62;6;19;52;59
;190170314;76;17;0;3;59;62;118;COLEGIO AMORETTI                        ;SOPOCACHI BAJO                          ;17;3;3;17;19
;190170401;232;81;0;7;193;200;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;31;14;16;81;51
;190170402;232;124;0;6;208;214;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;23;10;13;124;38
;190170403;234;103;0;4;207;211;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;25;7;23;103;49
;190170404;232;91;1;9;201;211;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;32;16;17;91;45
;190170405;233;126;1;7;209;217;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;23;10;14;126;36
;190170406;233;112;2;7;204;213;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;25;9;18;112;40
;190170407;237;104;0;16;199;215;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;23;16;14;104;42
;190170408;233;107;2;4;208;214;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;24;16;22;107;39
;190170409;221;98;6;1;192;199;143;KINDER NAZARIO PARDO                    ;SOPOCACHI BAJO                          ;37;13;12;98;32
;190170701;235;89;1;10;205;216;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;27;11;15;89;63
;190170702;233;62;0;21;212;233;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;37;11;23;62;79
;190170703;234;86;1;3;200;204;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;34;11;22;86;47
;190170704;235;113;1;10;207;218;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;38;8;14;113;34
;190170705;233;63;2;31;200;233;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;54;12;9;63;62
;190170706;238;92;0;4;217;221;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;51;11;17;92;46
;190170707;234;91;2;6;205;213;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;38;8;19;91;49
;190170708;233;73;2;7;202;211;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;45;8;14;73;62
;190170709;234;89;1;6;206;213;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;42;13;12;89;50
;190170710;235;69;1;13;206;220;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;55;11;14;69;57
;190170711;230;74;1;4;208;213;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;50;10;18;74;56
;190170712;235;99;2;7;208;217;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;37;9;18;99;45
;190170713;232;83;3;8;206;217;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;44;6;21;83;52
;190170714;231;74;2;5;210;217;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;55;10;17;74;54
;190170715;234;73;0;6;207;213;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;39;7;23;73;65
;190170716;235;70;1;4;214;219;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;44;10;22;70;68
;190170717;113;36;0;3;100;103;119;COL. GREGORIO REYNOLDS                  ;SOPOCACHI BAJO                          ;19;5;8;36;32
;190170801;233;56;0;2;204;206;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;49;12;13;56;74
;190170802;231;50;1;1;196;198;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;50;9;15;50;72
;190170803;229;44;0;7;193;200;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;55;4;11;44;79
;190170804;235;45;1;2;200;203;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;64;12;20;45;59
;190170805;235;38;0;2;199;201;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;58;11;27;38;65
;190170806;236;58;0;3;207;210;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;54;7;15;58;73
;190170807;226;45;0;3;201;204;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;49;12;16;45;79
;190170808;235;45;1;2;206;209;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;52;18;15;45;76
;190170809;236;47;3;0;203;206;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;65;9;16;47;66
;190170810;230;52;0;1;184;185;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;43;10;18;52;61
;190170811;236;65;0;6;204;210;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;50;14;19;65;56
;190170812;232;42;1;5;203;209;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;68;13;13;42;67
;190170813;230;59;0;0;200;200;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;57;4;12;59;68
;190170814;231;52;0;1;200;201;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;63;8;15;52;62
;190170815;232;44;0;6;193;199;32;COL. AMOR DE DIOS                       ;KANTUTANI - SAN JORGE                   ;54;7;15;44;73
;190170901;230;35;1;2;181;184;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;48;10;15;35;73
;190170902;232;47;2;5;183;190;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;44;10;9;47;73
;190170903;231;42;1;6;193;200;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;58;12;15;42;66
;190170904;235;62;0;2;200;202;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;33;12;12;62;81
;190170905;228;42;2;7;185;194;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;52;9;8;42;74
;190170906;215;49;0;3;191;194;167;FACULTAD DE TECNOLOGIA (U.M.S.A);KANTUTANI - SAN JORGE                   ;56;7;14;49;65
;190171001;227;58;1;4;193;198;69;ESC. REPUBLICA DEL PERU                 ;KANTUTANI - SAN JORGE                   ;42;8;9;58;76
;190171002;230;50;0;4;182;186;69;ESC. REPUBLICA DEL PERU                 ;KANTUTANI - SAN JORGE                   ;45;11;16;50;60
;190171003;228;46;1;6;183;190;69;ESC. REPUBLICA DEL PERU                 ;KANTUTANI - SAN JORGE                   ;48;12;14;46;63
;190171004;32;11;0;0;29;29;69;ESC. REPUBLICA DEL PERU                 ;KANTUTANI - SAN JORGE                   ;5;0;2;11;11
;190180101;235;116;4;4;209;217;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;30;9;13;116;41
;190180102;234;103;3;1;210;214;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;34;8;16;103;49
;190180103;237;113;0;5;222;227;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;33;12;9;113;55
;190180104;232;135;0;6;215;221;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;21;9;14;135;36
;190180105;236;137;1;4;216;221;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;19;13;5;137;42
;190180106;236;96;0;8;214;222;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;38;7;17;96;56
;190180107;235;123;4;6;208;218;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;26;8;13;123;38
;190180108;231;109;3;4;207;214;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;26;12;13;109;47
;190180109;234;132;0;6;214;220;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;19;19;7;132;37
;190180110;231;126;1;2;214;217;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;33;12;13;126;30
;190180111;234;102;0;1;210;211;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;31;8;17;102;52
;190180112;235;104;0;6;215;221;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;30;14;13;104;54
;190180113;233;134;0;5;210;215;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;17;12;12;134;35
;190180114;235;123;0;3;224;227;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;24;8;10;123;59
;190180115;233;97;0;1;216;217;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;43;18;17;97;41
;190180116;235;114;1;7;208;216;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;18;15;15;114;46
;190180117;237;97;2;4;213;219;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;28;11;16;97;61
;190180118;106;48;2;3;92;97;99;ESC. SAN JOSE                           ;LLOJETA BAJO                            ;14;4;9;48;17
;190180201;237;145;2;6;219;227;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;19;12;20;145;23
;190180202;238;130;3;8;212;223;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;20;12;13;130;37
;190180203;238;105;3;10;210;223;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;38;13;19;105;35
;190180204;235;114;2;9;210;221;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;20;9;14;114;53
;190180205;231;149;1;8;209;218;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;16;11;6;149;27
;190180206;235;119;18;19;198;235;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;28;8;10;119;33
;190180207;236;146;0;10;208;218;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;19;3;10;146;30
;190180208;236;117;3;8;204;215;145;UNID. EDUC. JORGE VARGAS                ;LLOJETA CENTRAL                         ;23;14;15;117;35
