oso;nombre;inscritos;MAS;votosBlancos;votosNulos;votosValidos;votosEmitidos;idRecinto;Recinto;Zona;PDC;PVB_IEP;MSM;MAS;UD
;190060420;233;108;1;9;208;218;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;31;10;8;108;51
;190060421;235;104;1;8;206;215;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;29;10;18;104;45
;190060422;237;95;2;7;204;213;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;20;24;13;95;52
;190060423;237;97;4;4;199;207;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;32;11;10;97;49
;190060424;232;93;0;6;201;207;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;35;9;20;93;44
;190060425;233;124;1;5;205;211;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;17;11;14;124;39
;190060426;234;131;3;9;208;220;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;21;13;12;131;31
;190060427;237;124;2;7;206;215;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;27;8;15;124;32
;190060428;231;86;1;2;203;206;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;28;9;13;86;67
;190060429;233;94;0;1;212;213;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;31;14;15;94;58
;190060430;231;89;0;5;210;215;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;29;19;24;89;49
;190060431;231;100;0;5;196;201;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;21;10;9;100;56
;190060432;232;113;0;3;201;204;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;23;10;9;113;46
;190060433;240;88;3;2;208;213;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;39;9;11;88;61
;190060434;234;91;1;10;204;215;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;39;10;18;91;46
;190060435;234;111;1;7;208;216;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;29;13;15;111;40
;190060436;76;26;0;1;67;68;11;COLEGIO AVE MARIA                       ;VILLA FATIMA                            ;13;5;8;26;15
;190060601;237;108;1;6;213;220;188;COLEGIO AVE MARIA                       ;VILLA LA MERCED                         ;29;19;16;108;41
;190060602;235;104;2;10;210;222;188;COLEGIO AVE MARIA                       ;VILLA LA MERCED                         ;23;9;19;104;55
;190060603;239;108;5;12;201;218;188;COLEGIO AVE MARIA                       ;VILLA LA MERCED                         ;24;10;11;108;48
;190060604;229;95;1;5;203;209;188;COLEGIO AVE MARIA                       ;VILLA LA MERCED                         ;30;8;19;95;51
;190060701;236;141;4;6;210;220;39;ESC LA MERCED                           ;BARRIO MINASA                           ;17;10;7;141;35
;190060702;235;142;3;8;211;222;39;ESC LA MERCED                           ;BARRIO MINASA                           ;12;15;12;142;30
;190060703;234;124;5;9;203;217;39;ESC LA MERCED                           ;BARRIO MINASA                           ;16;14;11;124;38
;190060704;239;148;1;10;208;219;39;ESC LA MERCED                           ;BARRIO MINASA                           ;14;7;13;148;26
;190060705;238;160;0;8;208;216;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;7;4;160;28
;190060706;232;160;1;7;207;215;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;6;12;160;20
;190060707;234;170;0;6;213;219;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;6;9;170;19
;190060708;233;166;3;7;211;221;39;ESC LA MERCED                           ;BARRIO MINASA                           ;10;7;8;166;20
;190060709;237;152;0;4;222;226;39;ESC LA MERCED                           ;BARRIO MINASA                           ;17;8;18;152;27
;190060710;234;172;1;9;214;224;39;ESC LA MERCED                           ;BARRIO MINASA                           ;4;7;10;172;21
;190060711;237;149;3;9;211;223;39;ESC LA MERCED                           ;BARRIO MINASA                           ;19;6;9;149;28
;190060712;235;160;3;5;210;218;39;ESC LA MERCED                           ;BARRIO MINASA                           ;16;7;8;160;19
;190060713;239;142;3;8;200;211;39;ESC LA MERCED                           ;BARRIO MINASA                           ;15;5;10;142;28
;190060714;231;148;1;6;208;215;39;ESC LA MERCED                           ;BARRIO MINASA                           ;20;13;4;148;23
;190060715;235;157;5;7;208;220;39;ESC LA MERCED                           ;BARRIO MINASA                           ;13;12;8;157;18
;190060716;234;166;3;9;197;209;39;ESC LA MERCED                           ;BARRIO MINASA                           ;5;7;5;166;14
;190060717;231;135;2;4;207;213;39;ESC LA MERCED                           ;BARRIO MINASA                           ;17;7;11;135;37
;190060718;233;146;4;5;210;219;39;ESC LA MERCED                           ;BARRIO MINASA                           ;15;11;5;146;33
;190060719;235;153;1;8;199;208;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;8;12;153;17
;190060720;235;165;3;4;211;218;39;ESC LA MERCED                           ;BARRIO MINASA                           ;14;6;8;165;18
;190060721;234;164;1;7;207;215;39;ESC LA MERCED                           ;BARRIO MINASA                           ;12;6;8;164;17
;190060722;232;168;1;7;199;207;39;ESC LA MERCED                           ;BARRIO MINASA                           ;3;7;9;168;12
;190060723;237;147;3;12;205;220;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;9;19;147;21
;190060724;234;127;1;7;206;214;39;ESC LA MERCED                           ;BARRIO MINASA                           ;16;9;5;127;49
;190060725;232;154;5;6;203;214;39;ESC LA MERCED                           ;BARRIO MINASA                           ;6;10;11;154;22
;190060726;237;147;4;9;208;221;39;ESC LA MERCED                           ;BARRIO MINASA                           ;11;8;11;147;31
;190060727;237;140;6;4;214;224;39;ESC LA MERCED                           ;BARRIO MINASA                           ;17;14;10;140;33
;190060728;235;150;3;9;206;218;39;ESC LA MERCED                           ;BARRIO MINASA                           ;14;12;9;150;21
;190060729;62;32;0;0;56;56;39;ESC LA MERCED                           ;BARRIO MINASA                           ;9;4;6;32;5
;190060801;236;135;1;6;214;221;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;12;8;19;135;40
;190060802;236;123;0;3;215;218;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;24;15;18;123;35
;190060803;231;112;3;4;197;204;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;15;9;12;112;49
;190060804;235;114;0;11;203;214;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;14;9;18;114;48
;190060805;229;126;1;2;209;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;14;8;11;126;50
;190060806;231;120;3;4;202;209;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;17;12;9;120;44
;190060807;230;129;1;8;203;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;13;10;9;129;42
;190060808;232;111;6;14;191;211;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;11;9;18;111;42
;190060809;235;127;1;7;211;219;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;23;12;11;127;38
;190060810;238;140;6;5;207;218;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;14;6;5;140;42
;190060811;231;120;0;7;202;209;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;15;12;16;120;39
;190060812;237;122;2;4;208;214;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;23;11;11;122;41
;190060813;231;115;1;2;198;201;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;18;12;15;115;38
;190060814;236;110;1;6;200;207;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;15;15;16;110;44
;190060815;232;100;1;13;202;216;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;30;17;7;100;48
;190060816;233;117;3;10;199;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;16;11;4;117;51
;190060817;228;120;2;7;202;211;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;11;9;14;120;48
;190060818;235;123;1;4;208;213;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;23;17;8;123;37
;190060819;235;126;1;5;203;209;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;13;12;17;126;35
;190060820;234;138;1;2;206;209;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;17;10;13;138;28
;190060821;231;161;2;4;205;211;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;7;9;6;161;22
;190060822;229;123;1;12;199;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;13;15;7;123;41
;190060823;232;113;0;10;201;211;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;26;10;8;113;44
;190060824;231;124;1;5;205;211;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;26;9;9;124;37
;190060825;232;93;2;7;201;210;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;20;9;17;93;62
;190060826;233;116;2;5;194;201;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;16;10;22;116;30
;190060827;235;139;2;2;208;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;10;15;21;139;23
;190060828;234;131;3;8;201;212;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;15;14;11;131;30
;190060829;235;152;2;4;214;220;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;17;6;7;152;32
;190060830;239;130;0;8;217;225;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;22;10;14;130;41
;190060831;136;73;0;5;122;127;41;COLEGIO IRENE NAVA                      ;VILLA EL CARMEN                         ;12;7;7;73;23
;190070101;233;107;0;2;219;221;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;43;12;21;107;36
;190070102;233;108;1;6;211;218;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;28;11;15;108;49
;190070103;237;101;0;6;206;212;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;33;11;18;101;43
;190070104;229;95;4;8;202;214;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;30;12;20;95;45
;190070105;236;104;2;5;207;214;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;23;13;18;104;49
;190070106;234;113;1;8;207;216;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;25;12;14;113;43
;190070107;232;114;0;5;214;219;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;29;11;15;114;45
;190070108;231;109;2;4;207;213;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;36;10;11;109;41
;190070109;235;78;1;6;208;215;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;43;11;17;78;59
;190070110;231;94;2;4;215;221;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;41;6;20;94;54
;190070111;234;84;3;8;201;212;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;37;15;16;84;49
;190070112;234;122;0;6;211;217;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;30;15;11;122;33
;190070113;233;98;0;4;201;205;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;27;10;18;98;48
;190070114;235;115;0;3;215;218;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;26;14;22;115;38
;190070115;239;146;3;7;219;229;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;11;10;12;146;40
;190070116;231;102;0;2;212;214;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;30;13;12;102;55
;190070117;229;93;0;3;210;213;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;33;13;15;93;56
;190070118;231;73;2;8;206;216;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;24;13;18;73;78
;190070119;236;92;4;2;205;211;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;30;12;12;92;59
;190070120;232;107;0;5;210;215;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;29;13;16;107;45
;190070121;232;126;3;3;200;206;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;17;11;12;126;34
;190070122;232;80;5;5;192;202;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;27;8;19;80;58
;190070123;230;101;2;3;207;212;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;28;7;20;101;51
;190070124;235;109;2;7;209;218;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;28;7;18;109;47
;190070125;234;94;1;9;202;212;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;22;10;17;94;59
;190070126;236;104;1;9;201;211;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;21;11;15;104;50
;190070127;235;92;0;5;213;218;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;23;19;26;92;53
;190070128;233;84;1;8;211;220;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;39;15;17;84;56
;190070129;100;43;0;1;94;95;31;COL. COPACABANA                         ;VILLA COPACABANA                        ;18;6;6;43;21
;190070201;234;89;1;6;204;211;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;40;10;20;89;45
;190070202;234;89;0;5;214;219;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;39;11;20;89;55
;190070203;231;98;2;6;202;210;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;31;12;17;98;44
;190070204;237;93;1;7;205;213;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;35;20;19;93;38
;190070205;234;78;1;6;208;215;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;43;10;28;78;49
;190070206;227;103;2;7;197;206;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;27;13;14;103;40
;190070207;233;120;2;10;210;222;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;31;11;10;120;38
;190070208;234;98;1;7;199;207;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;34;16;12;98;39
;190070209;232;98;0;4;211;215;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;38;8;23;98;44
;190070210;236;117;1;6;202;209;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;29;6;8;117;42
;190070211;232;66;0;6;206;212;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;42;10;19;66;69
;190070212;237;78;1;10;200;211;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;35;13;20;78;54
;190070213;175;67;2;6;146;154;87;UNIDAD EDUCATIVA CRISTIANA VIDA NUEVA;VILLA COPACABANA                        ;21;15;13;67;30
;190070301;235;112;1;5;215;221;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;35;16;13;112;39
;190070302;236;113;0;3;218;221;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;22;12;16;113;55
;190070303;234;101;4;6;207;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;28;7;27;101;44
;190070304;235;127;1;5;211;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;23;4;13;127;44
;190070305;233;130;2;8;200;210;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;25;9;12;130;24
;190070306;234;153;1;4;212;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;13;12;16;153;18
;190070307;236;103;1;4;217;222;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;30;9;26;103;49
;190070308;237;106;0;5;212;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;23;12;20;106;51
;190070309;232;119;0;5;208;213;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;28;17;14;119;30
;190070310;232;116;2;9;208;219;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;18;16;15;116;43
;190070311;235;114;1;6;210;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;28;7;17;114;44
;190070312;239;140;3;14;207;224;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;12;14;10;140;31
;190070313;233;133;2;9;205;216;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;16;6;16;133;34
;190070314;229;96;1;3;206;210;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;48;10;20;96;32
;190070315;235;109;2;10;205;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;35;9;16;109;36
;190070316;235;113;4;3;206;213;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;26;6;25;113;36
;190070317;237;136;1;8;212;221;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;25;12;9;136;30
;190070318;237;133;2;8;215;225;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;24;10;13;133;35
;190070319;234;98;0;5;211;216;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;44;10;21;98;38
;190070320;232;79;2;7;201;210;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;47;5;20;79;50
;190070321;233;104;2;5;210;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;30;7;18;104;51
;190070322;230;103;0;4;204;208;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;32;8;16;103;45
;190070323;235;107;2;5;210;217;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;32;15;12;107;44
;190070324;61;20;0;1;57;58;6;COL. CRISTO REY                         ;VILLA COPACABANA                        ;7;1;5;20;24
;190080101;226;125;3;3;194;200;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;17;9;10;125;33
;190080102;235;138;1;6;205;212;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;16;9;15;138;27
;190080103;235;117;1;4;210;215;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;29;11;14;117;39
;190080104;228;131;1;4;202;207;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;19;11;11;131;30
;190080105;235;124;1;7;204;212;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;23;10;16;124;31
;190080106;231;136;2;4;199;205;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;14;13;11;136;25
;190080107;230;125;4;6;202;212;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;16;16;11;125;34
;190080108;237;111;1;11;206;218;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;23;12;14;111;46
;190080109;234;111;2;10;197;209;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;23;9;8;111;46
;190080110;238;117;2;5;220;227;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;23;15;16;117;49
;190080111;232;130;1;6;211;218;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;19;9;14;130;39
;190080112;232;113;3;4;207;214;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;20;17;14;113;43
;190080113;232;149;1;4;206;211;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;12;10;10;149;25
;190080114;234;121;2;9;207;218;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;17;12;21;121;36
;190080115;236;123;0;6;212;218;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;20;17;14;123;38
;190080116;232;118;1;8;199;208;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;29;6;13;118;33
;190080117;231;113;0;8;204;212;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;25;14;17;113;35
;190080118;231;125;2;9;206;217;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;17;12;17;125;35
;190080119;232;151;0;7;213;220;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;19;14;9;151;20
;190080120;230;108;0;3;207;210;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;29;14;15;108;41
;190080121;232;114;1;4;205;210;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;27;10;12;114;42
;190080122;234;117;1;3;211;215;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;20;18;17;117;39
;190080123;236;135;0;7;211;218;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;24;10;11;135;31
;190080124;233;112;0;0;216;216;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;22;17;22;112;43
;190080125;113;65;0;4;99;103;98;ESC. GENOVEVA RIOS                      ;SAN ANTONIO ALTO                        ;13;4;4;65;13
;190080201;237;99;1;12;208;221;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;31;14;11;99;53
;190080202;232;85;6;6;201;213;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;30;14;16;85;56
;190080203;231;96;2;3;211;216;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;39;7;13;96;56
;190080204;237;98;1;9;211;221;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;35;14;10;98;54
;190080205;230;100;0;9;201;210;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;33;9;14;100;45
;190080206;233;98;3;9;203;215;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;42;4;15;98;44
;190080207;234;131;1;5;208;214;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;26;15;7;131;29
;190080208;233;115;1;3;216;220;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;36;9;12;115;44
;190080209;231;94;0;4;213;217;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;28;10;19;94;62
;190080210;236;108;3;3;210;216;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;32;8;15;108;47
;190080211;236;96;1;6;209;216;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;28;12;20;96;53
;190080212;233;97;1;4;213;218;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;36;8;16;97;56
;190080213;236;73;5;7;205;217;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;49;12;20;73;51
;190080214;232;97;0;6;209;215;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;29;13;10;97;60
;190080215;236;104;1;1;221;223;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;39;6;20;104;52
;190080216;230;108;1;12;199;212;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;24;10;15;108;42
;190080217;234;76;0;11;197;208;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;40;12;17;76;52
;190080218;232;75;0;5;209;214;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;47;13;19;75;55
;190080219;232;75;0;9;206;215;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;32;20;16;75;63
;190080220;231;90;0;5;206;211;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;37;14;17;90;48
;190080221;232;108;3;11;205;219;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;24;14;15;108;44
;190080222;237;102;1;8;207;216;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;30;12;14;102;49
;190080223;229;73;0;5;210;215;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;43;16;22;73;56
;190080224;232;72;4;6;208;218;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;49;9;16;72;62
;190080225;231;94;0;8;196;204;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;33;13;17;94;39
;190080226;235;91;2;13;195;210;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;33;12;18;91;41
;190080227;232;85;3;3;216;222;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;47;7;13;85;64
;190080228;228;76;0;2;199;201;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;34;8;21;76;60
;190080229;200;81;0;5;178;183;109;ESC. SAN MARTIN                         ;SAN ANTONIO BAJO                        ;30;1;15;81;51
;190080501;234;135;4;2;212;218;169;SEDE JUNTA VECINAL                      ;SAN ANTONIO BAJO                        ;19;12;19;135;27
;190080502;232;137;0;5;201;206;169;SEDE JUNTA VECINAL                      ;SAN ANTONIO BAJO                        ;10;7;17;137;30
;190080503;183;110;0;1;166;167;169;SEDE JUNTA VECINAL                      ;SAN ANTONIO BAJO                        ;14;7;13;110;22
;190080701;232;123;1;11;208;220;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;26;12;10;123;37
;190080702;232;110;0;5;210;215;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;20;20;18;110;42
;190080703;233;88;2;5;202;209;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;29;16;18;88;51
;190080704;237;123;1;9;207;217;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;24;16;16;123;28
;190080705;234;125;0;2;210;212;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;25;9;7;125;44
;190080706;228;106;0;10;202;212;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;30;9;10;106;47
;190080707;231;94;1;3;208;212;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;34;9;20;94;51
;190080708;232;116;1;3;203;207;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;23;9;14;116;41
;190080709;232;106;0;7;209;216;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;26;13;15;106;49
;190080710;232;124;2;2;208;212;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;19;19;9;124;37
;190080711;232;134;3;2;209;214;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;19;5;13;134;38
;190080712;232;109;1;5;204;210;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;29;10;10;109;46
;190080713;233;107;1;5;204;210;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;24;11;13;107;49
;190080714;234;116;1;4;219;224;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;24;20;17;116;42
;190080715;235;115;1;7;207;215;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;23;15;12;115;42
;190080716;235;76;3;31;182;216;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;37;8;20;76;41
;190080717;235;95;3;4;214;221;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;33;14;14;95;58
;190080718;232;116;0;6;212;218;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;24;17;18;116;37
;190080719;194;82;1;3;162;166;67;COL SERGIO ALMARAZ                      ;SAN ANTONIO BAJO                        ;30;11;16;82;23
;190080801;233;144;2;9;207;218;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;20;10;12;144;21
;190080802;233;137;2;4;208;214;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;19;13;10;137;29
;190080803;234;167;2;4;215;221;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;10;7;12;167;19
;190080804;239;151;3;6;218;227;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;16;8;17;151;26
;190080805;237;162;1;3;219;223;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;14;10;6;162;27
;190080806;234;153;1;20;213;234;153;COL. CARACAS                            ;ARMANDO ESCOBAR URIA                    ;14;10;9;153;27
